rank_model,player_name,neutral_skill_sg,neutral_skill_index,data_depth_class,baseline_confidence_band,venue_fit_score,venue_fit_delta,venue_fit_confidence_band,comp_course_adjustment,venue_history_rounds,venue_history_sg,venue_history_delta,venue_history_confidence_band,pre_penalty_vts,blend_class,blend_weights_used,tier_eligibility_gate_status,debut_class,debut_penalty_applied,anti_pattern_flags,anti_pattern_penalty_total,anti_pattern_trigger_trace,anti_pattern_modifier_trace,primary_risk_trait,risk_stressor_active,risk_secondary_discount_applied,risk_discount_trace,form_score_adjusted,recent_form_index,recent_form_gate_applied,health_flag,health_gate_status,health_gate_reason,player_variance_band,volatility_index,venue_variance_class,variance_adjustment_trace,probability_compression_class,probability_compression_coefficients,probability_compression_trace,vts_final,tier,tier_reason,win_pct,top3_pct,top5_pct,top10_pct,top20_pct,make_cut_pct,miss_cut_pct,trace_notes
57,Jayden Schaper,-0.96,62.58,DEBUT,not_available_in_v3_source,57.4,57.4,1.0,not_available_in_v3_source,0,,50.3,NONE,55.57,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,38.48,38.48,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,55.57,3,near-average approach (SG:APP -0.07) — below the Birkdale threshold.,0.51,not_available_in_v3_source,2.93,6.27,13.21,56.4,43.6,"NSI=62.6(w=0.40) + VFS=57.4(w=0.30) + VHN=50.3(w=0.15) + FORM=38.5(w=0.15) = VTS=55.6. VFS = base 57.0 + links_delta +0.4. Links trace: raw_sig=+0.094; delta_vfs=+0.38; windows=[6m:+0.339(ev=1,conf=0.40→adj=+0.136) | 12m:+0.401(ev=3,conf=0.75→adj=+0.301) | 24m:+0.041(ev=6,conf=1.00→adj=+0.041) | alltime:-0.667(ev=10,conf=1.00→adj=-0.667)]"
58,Daniel Berger,-0.06,51.61,FULL,not_available_in_v3_source,63.37,63.37,0.65,not_available_in_v3_source,1,1.302,56.77,LIGHT,55.56,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,BirkdaleHistoryThin,0,Anti-pattern flags: Poor Links Putter — below-field on fescue; links surfaces amplify weak putting; Weak ARG/Links Rough — revetted bunkers and steep run-offs create up-and-down challenge.,0.0,not_available_in_v3_source,not_available_in_v3_source,putting volatility on links fescue,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,49.28,49.28,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,55.56,3,strong approach game (SG:APP +0.68) in the primary scoring zone; single Birkdale event on record (SG +1.302/rd) — limited but positive signal.,0.51,not_available_in_v3_source,2.93,6.26,13.21,56.4,43.6,"NSI=51.6(w=0.40) + VFS=63.4(w=0.30) + VHN=56.8(w=0.15) + FORM=49.3(w=0.15) = VTS=55.6. VFS = base 62.5 + links_delta +0.8. Links trace: raw_sig=+0.204; delta_vfs=+0.82; windows=[6m:no_data | 12m:+0.287(ev=1,conf=0.40→adj=+0.115) | 24m:+0.287(ev=1,conf=0.40→adj=+0.115) | alltime:+0.694(ev=5,conf=1.00→adj=+0.694)]"
59,Jordan Smith,-0.41,54.19,DEBUT,not_available_in_v3_source,64.48,64.48,1.0,not_available_in_v3_source,0,,49.79,NONE,55.25,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Poor Links Putter — below-field on fescue; links surfaces amplify weak putting.,0.0,not_available_in_v3_source,not_available_in_v3_source,putting volatility on links fescue,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,45.08,45.08,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,55.25,3,competent approach (SG:APP +0.35) — sufficient for Birkdale's mid-iron corridors; positive links SG signal (+0.976/rd) supports links-surface fit.,0.5,not_available_in_v3_source,2.87,6.17,13.05,55.6,44.4,"NSI=54.2(w=0.40) + VFS=64.5(w=0.30) + VHN=49.8(w=0.15) + FORM=45.1(w=0.15) = VTS=55.2. VFS = base 60.6 + links_delta +3.9. Links trace: raw_sig=+0.976; delta_vfs=+3.90; windows=[6m:+1.668(ev=1,conf=0.40→adj=+0.667) | 12m:+1.389(ev=5,conf=1.00→adj=+1.389) | 24m:+1.055(ev=10,conf=1.00→adj=+1.055) | alltime:+0.452(ev=30,conf=1.00→adj=+0.452)]"
60,Eric Cole,0.41,61.94,DEBUT,not_available_in_v3_source,46.13,46.13,1.0,not_available_in_v3_source,0,,50.09,NONE,54.37,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,No anti-pattern flags. Clean structural profile — no recurring weak-link traits identified for Royal Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,standard major championship variance,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,54.92,54.92,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,54.37,3,competent approach (SG:APP +0.30) — sufficient for Birkdale's mid-iron corridors.,0.47,not_available_in_v3_source,2.73,5.92,12.64,53.4,46.6,"NSI=61.9(w=0.40) + VFS=46.1(w=0.30) + VHN=50.1(w=0.15) + FORM=54.9(w=0.15) = VTS=54.4. VFS = base 47.8 + links_delta -1.7. Links trace: raw_sig=-0.418; delta_vfs=-1.67; windows=[6m:-1.582(ev=1,conf=0.40→adj=-0.633) | 12m:-1.582(ev=1,conf=0.40→adj=-0.633) | 24m:+0.094(ev=3,conf=0.75→adj=+0.071) | alltime:+0.109(ev=4,conf=1.00→adj=+0.109)]"
61,David Puig,-0.15,69.68,DEBUT,not_available_in_v3_source,39.6,39.6,1.0,not_available_in_v3_source,0,,49.25,NONE,54.37,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone; Long-Iron Weakness — exposure in the dominant par-4 approach range at Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,48.2,48.2,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,54.37,3,below-average approach (SG:APP -0.31) — significant exposure in the primary scoring zone.,0.47,not_available_in_v3_source,2.73,5.92,12.64,53.4,46.6,"NSI=69.7(w=0.40) + VFS=39.6(w=0.30) + VHN=49.2(w=0.15) + FORM=48.2(w=0.15) = VTS=54.4. VFS = base 38.6 + links_delta +1.0. Links trace: raw_sig=+0.260; delta_vfs=+1.04; windows=[6m:+0.339(ev=1,conf=0.40→adj=+0.136) | 12m:+0.729(ev=2,conf=0.75→adj=+0.547) | 24m:+0.070(ev=4,conf=1.00→adj=+0.070) | alltime:+0.070(ev=4,conf=1.00→adj=+0.070)]"
62,Sepp Straka,-1.64,60.65,DEBUT,not_available_in_v3_source,60.18,60.18,1.0,not_available_in_v3_source,0,,50.06,NONE,54.37,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,No anti-pattern flags. Clean structural profile — no recurring weak-link traits identified for Royal Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,standard major championship variance,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,30.32,30.32,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,54.37,3,strong approach game (SG:APP +0.50) in the primary scoring zone; positive links SG signal (+0.937/rd) supports links-surface fit; negative form momentum is a structural risk factor.,0.47,not_available_in_v3_source,2.73,5.92,12.64,53.4,46.6,"NSI=60.6(w=0.40) + VFS=60.2(w=0.30) + VHN=50.1(w=0.15) + FORM=30.3(w=0.15) = VTS=54.4. VFS = base 56.4 + links_delta +3.8. Links trace: raw_sig=+0.937; delta_vfs=+3.75; windows=[6m:+0.339(ev=1,conf=0.40→adj=+0.136) | 12m:+1.971(ev=2,conf=0.75→adj=+1.478) | 24m:+1.545(ev=4,conf=1.00→adj=+1.545) | alltime:+0.629(ev=8,conf=1.00→adj=+0.629)]"
63,Jason Day,-0.67,65.16,FULL,not_available_in_v3_source,43.91,43.91,0.3,not_available_in_v3_source,1,1.302,56.77,LIGHT,54.05,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,BirkdaleHistoryThin,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone; Long-Iron Weakness — exposure in the dominant par-4 approach range at Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,41.96,41.96,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,54.05,3,below-average approach (SG:APP -0.28) — significant exposure in the primary scoring zone; single Birkdale event on record (SG +1.302/rd) — limited but positive signal; positive links SG signal (+1.185/rd) supports links-surface fit.,0.46,not_available_in_v3_source,2.68,5.83,12.49,52.6,47.4,"NSI=65.2(w=0.40) + VFS=43.9(w=0.30) + VHN=56.8(w=0.15) + FORM=42.0(w=0.15) = VTS=54.0. VFS = base 39.2 + links_delta +4.7. Links trace: raw_sig=+1.185; delta_vfs=+4.74; windows=[6m:no_data | 12m:no_data | 24m:+2.539(ev=1,conf=0.40→adj=+1.016) | alltime:+1.524(ev=10,conf=1.00→adj=+1.524)]"
64,Harry Hall,-1.13,76.13,DEBUT,not_available_in_v3_source,35.27,35.27,1.0,not_available_in_v3_source,0,,50.03,NONE,54.0,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone; Long-Iron Weakness — exposure in the dominant par-4 approach range at Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,36.44,36.44,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,54.0,3,competent approach (SG:APP +0.05) — sufficient for Birkdale's mid-iron corridors.,0.46,not_available_in_v3_source,2.68,5.82,12.46,52.5,47.5,"NSI=76.1(w=0.40) + VFS=35.3(w=0.30) + VHN=50.0(w=0.15) + FORM=36.4(w=0.15) = VTS=54.0. VFS = base 34.8 + links_delta +0.5. Links trace: raw_sig=+0.115; delta_vfs=+0.46; windows=[6m:-0.661(ev=1,conf=0.40→adj=-0.264) | 12m:+0.547(ev=3,conf=0.75→adj=+0.410) | 24m:+0.190(ev=4,conf=1.00→adj=+0.190) | alltime:+0.263(ev=6,conf=1.00→adj=+0.263)]"
65,Matt Wallace,0.38,53.55,DEBUT,not_available_in_v3_source,55.07,55.07,1.0,not_available_in_v3_source,0,,50.03,NONE,53.63,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,No anti-pattern flags. Clean structural profile — no recurring weak-link traits identified for Royal Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,standard major championship variance,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,54.56,54.56,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,53.63,3,strong approach game (SG:APP +0.45) in the primary scoring zone.,0.44,not_available_in_v3_source,2.62,5.71,12.29,51.6,48.4,"NSI=53.5(w=0.40) + VFS=55.1(w=0.30) + VHN=50.0(w=0.15) + FORM=54.6(w=0.15) = VTS=53.6. VFS = base 55.2 + links_delta -0.2. Links trace: raw_sig=-0.039; delta_vfs=-0.16; windows=[6m:-1.161(ev=1,conf=0.40→adj=-0.464) | 12m:-0.029(ev=2,conf=0.75→adj=-0.022) | 24m:+0.692(ev=6,conf=1.00→adj=+0.692) | alltime:-0.076(ev=23,conf=1.00→adj=-0.076)]"
66,Johnny Keefer,1.04,44.52,DEBUT,not_available_in_v3_source,63.3,63.3,1.0,not_available_in_v3_source,0,,49.49,NONE,53.59,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Poor Links Putter — below-field on fescue; links surfaces amplify weak putting; Weak ARG/Links Rough — revetted bunkers and steep run-offs create up-and-down challenge.,0.0,not_available_in_v3_source,not_available_in_v3_source,putting volatility on links fescue,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,62.48,62.48,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,53.59,3,strong approach game (SG:APP +0.44) in the primary scoring zone; positive links SG signal (+1.267/rd) supports links-surface fit.,0.44,not_available_in_v3_source,2.61,5.7,12.28,51.5,48.5,"NSI=44.5(w=0.40) + VFS=63.3(w=0.30) + VHN=49.5(w=0.15) + FORM=62.5(w=0.15) = VTS=53.6. VFS = base 58.2 + links_delta +5.1. Links trace: raw_sig=+1.267; delta_vfs=+5.07; windows=[6m:+3.168(ev=1,conf=0.40→adj=+1.267) | 12m:+3.168(ev=1,conf=0.40→adj=+1.267) | 24m:+3.168(ev=1,conf=0.40→adj=+1.267) | alltime:+3.168(ev=1,conf=0.40→adj=+1.267)]"
67,John Parry,-1.13,50.32,DEBUT,not_available_in_v3_source,64.41,64.41,1.0,not_available_in_v3_source,0,,50.33,NONE,52.47,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Poor Links Putter — below-field on fescue; links surfaces amplify weak putting.,0.0,not_available_in_v3_source,not_available_in_v3_source,putting volatility on links fescue,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,36.44,36.44,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,52.47,3,competent approach (SG:APP +0.32) — sufficient for Birkdale's mid-iron corridors.,0.41,not_available_in_v3_source,2.45,5.41,11.78,48.7,51.3,"NSI=50.3(w=0.40) + VFS=64.4(w=0.30) + VHN=50.3(w=0.15) + FORM=36.4(w=0.15) = VTS=52.5. VFS = base 65.4 + links_delta -1.0. Links trace: raw_sig=-0.240; delta_vfs=-0.96; windows=[6m:-3.161(ev=1,conf=0.40→adj=-1.264) | 12m:+0.563(ev=5,conf=1.00→adj=+0.563) | 24m:+0.269(ev=6,conf=1.00→adj=+0.269) | alltime:-0.486(ev=27,conf=1.00→adj=-0.486)]"
68,Sahith Theegala,0.1,63.23,DEBUT,not_available_in_v3_source,39.92,39.92,1.0,not_available_in_v3_source,0,,49.76,NONE,52.41,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,No anti-pattern flags. Clean structural profile — no recurring weak-link traits identified for Royal Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,standard major championship variance,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,51.2,51.2,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,52.41,3,competent approach (SG:APP +0.22) — sufficient for Birkdale's mid-iron corridors.,0.41,not_available_in_v3_source,2.44,5.39,11.75,48.5,51.5,"NSI=63.2(w=0.40) + VFS=39.9(w=0.30) + VHN=49.8(w=0.15) + FORM=51.2(w=0.15) = VTS=52.4. VFS = base 40.5 + links_delta -0.6. Links trace: raw_sig=-0.150; delta_vfs=-0.60; windows=[6m:-0.582(ev=1,conf=0.40→adj=-0.233) | 12m:-0.582(ev=1,conf=0.40→adj=-0.233) | 24m:-0.021(ev=3,conf=0.75→adj=-0.016) | alltime:+0.165(ev=6,conf=1.00→adj=+0.165)]"
69,Nico Echavarria,0.64,50.97,DEBUT,not_available_in_v3_source,50.22,50.22,1.0,not_available_in_v3_source,0,,50.21,NONE,51.64,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Weak ARG/Links Rough — revetted bunkers and steep run-offs create up-and-down challenge.,0.0,not_available_in_v3_source,not_available_in_v3_source,standard major championship variance,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,57.68,57.68,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,51.64,3,competent approach (SG:APP +0.12) — sufficient for Birkdale's mid-iron corridors; positive links SG signal (+0.594/rd) supports links-surface fit.,0.39,not_available_in_v3_source,2.34,5.2,11.42,46.6,53.4,"NSI=51.0(w=0.40) + VFS=50.2(w=0.30) + VHN=50.2(w=0.15) + FORM=57.7(w=0.15) = VTS=51.6. VFS = base 47.9 + links_delta +2.4. Links trace: raw_sig=+0.594; delta_vfs=+2.38; windows=[6m:+0.918(ev=1,conf=0.40→adj=+0.367) | 12m:+1.227(ev=2,conf=0.75→adj=+0.920) | 24m:+0.637(ev=3,conf=0.75→adj=+0.478) | alltime:+0.637(ev=3,conf=0.75→adj=+0.478)]"
70,Daniel Hillier,-0.68,56.13,DEBUT,not_available_in_v3_source,50.92,50.92,1.0,not_available_in_v3_source,0,,49.64,NONE,51.45,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Weak ARG/Links Rough — revetted bunkers and steep run-offs create up-and-down challenge.,0.0,not_available_in_v3_source,not_available_in_v3_source,standard major championship variance,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,41.84,41.84,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,51.45,3,competent approach (SG:APP +0.25) — sufficient for Birkdale's mid-iron corridors.,0.38,not_available_in_v3_source,2.31,5.15,11.34,46.1,53.9,"NSI=56.1(w=0.40) + VFS=50.9(w=0.30) + VHN=49.6(w=0.15) + FORM=41.8(w=0.15) = VTS=51.5. VFS = base 53.9 + links_delta -3.0. Links trace: raw_sig=-0.744; delta_vfs=-2.98; windows=[6m:-3.161(ev=1,conf=0.40→adj=-1.264) | 12m:-0.712(ev=4,conf=1.00→adj=-0.712) | 24m:-0.014(ev=8,conf=1.00→adj=-0.014) | alltime:-0.496(ev=14,conf=1.00→adj=-0.496)]"
71,Max Homa,0.11,59.35,DEBUT,not_available_in_v3_source,41.09,41.09,0.3,not_available_in_v3_source,0,,49.82,NONE,51.24,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Long-Iron Weakness — exposure in the dominant par-4 approach range at Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,standard major championship variance,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,51.32,51.32,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,51.24,3,competent approach (SG:APP +0.13) — sufficient for Birkdale's mid-iron corridors.,0.38,not_available_in_v3_source,2.29,5.1,11.25,45.6,54.4,"NSI=59.4(w=0.40) + VFS=41.1(w=0.30) + VHN=49.8(w=0.15) + FORM=51.3(w=0.15) = VTS=51.2. VFS = base 39.9 + links_delta +1.2. Links trace: raw_sig=+0.306; delta_vfs=+1.22; windows=[6m:no_data | 12m:no_data | 24m:-0.069(ev=2,conf=0.75→adj=-0.052) | alltime:+1.022(ev=7,conf=1.00→adj=+1.022)]"
72,Rasmus Neergaard-Petersen,0.1,47.74,DEBUT,not_available_in_v3_source,55.53,55.53,1.0,not_available_in_v3_source,0,,49.82,NONE,50.91,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Weak ARG/Links Rough — revetted bunkers and steep run-offs create up-and-down challenge.,0.0,not_available_in_v3_source,not_available_in_v3_source,standard major championship variance,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,51.2,51.2,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,50.91,3,competent approach (SG:APP +0.18) — sufficient for Birkdale's mid-iron corridors.,0.37,not_available_in_v3_source,2.24,5.02,11.12,44.8,55.2,"NSI=47.7(w=0.40) + VFS=55.5(w=0.30) + VHN=49.8(w=0.15) + FORM=51.2(w=0.15) = VTS=50.9. VFS = base 53.7 + links_delta +1.9. Links trace: raw_sig=+0.462; delta_vfs=+1.85; windows=[6m:+0.918(ev=1,conf=0.40→adj=+0.367) | 12m:+0.406(ev=4,conf=1.00→adj=+0.406) | 24m:+0.577(ev=6,conf=1.00→adj=+0.577) | alltime:+0.756(ev=8,conf=1.00→adj=+0.756)]"
